RecipeId,Name,AuthorId,AuthorName,CookTime,PrepTime,TotalTime,DatePublished,Description,Images,RecipeCategory,Keywords,RecipeIngredientQuantities,RecipeIngredientParts,AggregatedRating,ReviewCount,Calories,FatContent,SaturatedFatContent,CholesterolContent,SodiumContent,CarbohydrateContent,FiberContent,SugarContent,ProteinContent,RecipeServings,RecipeYield,RecipeInstructions
463,Cappuccino Coffee Mix,1737,Teddi2,,20M,20M,1999-08-30T14:00:00Z,Make and share this Cappuccino Coffee Mix recipe from Food.com.,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/46/3/pic9QKdVo.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/46/3/picbxyrW1.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/46/3/pic2K3Xdb.jpg",Beverages,"< 30 Mins, For Large Groups, Easy","1/2, 1/2, 1, 1/4, 1/2","instant coffee granules, granulated sugar, cinnamon",4.5,7,54.3,2.2,2,0,12.4,8,0.1,6.8,0.7,15,,"Finely grind coffee and orange peel in a blender or food processor., Add remaining ingredients and process until well blended., Store in an airtight container., To serve: Stir 2 or more teaspoons of coffee mix into 6 ounce hot water."
464,Frosty Latte Smoothie,1737,Teddi2,,15M,15M,1999-08-30T13:58:00Z,Make and share this Frosty Latte Smoothie recipe from Food.com.,,Smoothies,"Beverages, Low Protein, Low Cholesterol, Healthy, < 15 Mins, Easy","2, 1, 1/4, 2","brewed coffee, 2% low-fat milk, skim milk, honey",4.5,8,96.1,1.2,0.8,4.9,30.6,20.3,0,20.5,2.2,4,,"In a large pitcher, whisk together coffee, milk and honey until thoroughly  combined and honey is dissolved; chill., Just before serving; blend coffee  mixture with ice in blender until frothy and smooth."
465,Whipped Cappuccino,1737,Teddi2,,25M,25M,1999-08-30T13:58:00Z,Make and share this Whipped Cappuccino recipe from Food.com.,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/46/5/piccGCeUO.jpg",Beverages,"Low Protein, Low Cholesterol, Healthy, < 30 Mins, Easy","2, 1/2, 1/2, 2","instant espresso powder, water",5,1,252.8,6.7,4.2,26,107.2,42.9,0,41.6,6.4,2,2 tall,"Dissolve espresso powder in hot water., Allow to cool to room temperature. (The  quickest way is to mix the ingredients in a small metal bowl and swirl., Combine cooled espresso mixture, sweetened condensed milk and ice in a blender., Blend on high for one minute until no visible chunks of ice are left., Serve with a spoon and a straw., Makes 2 tall or 4 short drinks."
466,Spanakopita,1544,tranch,,1H30M,1H30M,1999-09-07T12:56:00Z,Make and share this Spanakopita recipe from Food.com.,,Vegetable,"Greek, European, Weeknight, Oven, < 4 Hours","3, NA, 1, 1, 1/2, 1/2, 1/2, NA, 1/2, 5, 3/4, NA, 1/2","spinach, salt, butter, onion, scallion, dill, parsley, evaporated milk, eggs, phyllo pastry, butter, feta cheese",5,1,695,48.9,28.4,297.4,1180.2,44.9,6.7,4,23.4,6,,"Wash spinach in plenty of water and cut in small pieces; place in bowl., Salt lightly; stir to spread salt evenly., Take spinach, a handful at a time; squeeze out the excess water; place it in another bowl., Saute the onion  in half the butter until it is a light, golden color., Add the scallions and cook until they wilt., Add spinach; stir until all vegetables take on a light  color., Stir in the dill, parsley, salt and pepper., Cover the pot and cook until all the water from the spinach is absorbed., 
Remove from the  heat; turn into a bowl, and immediately add the evaporated milk (to cool the spinach., Beat the eggs in another bowl and add the cheese to them; add to the cooled spinach; mix well., Line a pan with 8 sheets of phyllo dough, brushing each sheet with the  melted butter before topping it with the next sheet. Do not trim the  overhanging sections., Pour in the spinach mixture, spreading it evenly over the phyllo., Fold the part of the phyllo that extends out of the back of the pan over the filling., 
Lay the remaining phyllo on top, again brushing each sheet with melted butter before adding the next. Trim the overlap., Brush additional melted butter on top of the pie., Score it into square or diamond-shaped serving pieces., Bake for 30 to 45 minutes in a preheated 300 degree Fahrenheit oven., Let stand for 30 minutes before serving., NOTE: This can also be made without precooking the spinach. In that case, squeeze the spinach free of as much water as possible, mix it with the seasonings, and proceed as above, baking it for 1 hour.
"
467,Dublin Coddle II,2178,troyh,1H5M,25M,1H30M,1999-08-28T03:21:00Z,Make and share this Dublin Coddle II recipe from Food.com.,,Pork,"Meat, European, Weeknight, Broil/Grill, Oven, Stove Top, < 4 Hours","1 1/2, 1 1/2, 1, 2, 2, 4, NA","pork sausage, smoked ham, boiling water, yellow onions, potatoes, parsley",3.5,3,536.2,32.6,10.8,119.9,2023.5,24.9,3.1,2.5,35.2,8,,"Place sausage and ham in boiling water and cook for 5 minutes., Drain meat, but reserve the liquid., Put meat into a large saucepan along  with the onions, potatoes and parsley., Add enough of the reserved liquid  to almost, but not quite cover the contents of the saucepan., Cover and  simmer gently for 1 hour, or until the liquid is reduced by half and all  the ingredients are cooked through but not soggy., Season with salt and  pepper."
468,Maple Salmon,1554,Jacques Lorrain,2H14M,10M,2H24M,1999-08-17T04:07:00Z,"Serve wilted  spinach, roasted new potatoes and a glass of stout or full bodied Chardonnay,  like Cave Spring or Penfold's Koonunga Hill.","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/46/8/01456202607.jpeg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/46/8/picuvUzSq.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/46/8/picReLNYv.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/46/8/picBTqVoy.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/46/8/picTZyFJH.jpg
",High Protein,"Healthy, Free Of..., High In..., Weeknight, < 4 Hours, Easy","2, 1/3, 1/4, NA","salmon fillets, maple syrup, soy sauce, sesame seeds",5,68,561.8,14.1,2.6,146.3,2255.8,37.2,0.3,32.3,69,2,,"Marinate the 2 salmon fillets in mixture of 1/3 cup maple syrup and 1/4 cup of soy sauce for at least 2 hours in the refrigerator., Remove from refrigerator,  spoon out marinade into a saucepan and reduce over medium-low heat until you're left with about half the original volume (about 10 minutes., Broil the fillets in a lightly oiled pan for about four minutes, skin side up., Flip the fillets over and brush the flesh side liberally with the reduced marinade., Sprinkle  sesame seeds over top and broil for another 4 minutes or until the surface is  caramelized and the salmon is no longer translucent in the centre.
"
469,Irish Dark Soda Bread,1612,JANIC412,45M,15M,1H,1999-08-28T02:41:00Z,Make and share this Irish Dark Soda Bread recipe from Food.com.,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/46/9/picxDWQwQ.jpg",Quick Breads,"Breads, European, Low Cholesterol, Healthy, St. Patrick's Day, < 60 Mins, For Large Groups, Oven, Easy","3, 2, 2, 1, 2, 2 1/2","all-purpose flour, whole wheat flour, baking soda, baking powder, brown sugar, buttermilk",5,7,158.4,0.8,0.3,1.5,267.5,32.5,2.5,3.6,5.7,16,2 loaves,"Preheat oven to 400 degrees Fahrenheit., Grease two loaf pans., Sift all-purpose flour, whole wheat flour, baking soda and baking powder together into a large bowl., Add brown sugar and stir well to incorporate, being very careful to break up any lumps of brown sugar., Add buttermilk and stir well., Divide the dough between the two prepared loaf pans., Bake for about 45 minutes or until brown and crunchy., Cool on wire racks."
470,Fire Ant Mound,1571,Linda Johansen,,40M,40M,1999-08-10T07:00:00Z,Make and share this Fire Ant Mound recipe from Food.com.,,Dessert,"Kid Friendly, Halloween, < 60 Mins","1, 1, 1/2, 2, 1, 2, 2, 1","confectioners' sugar, butter, instant vanilla pudding, extra thick Cool Whip topping, milk, cream cheese, vanilla extract",,,7761.9,504.5,269.8,1281,7961.6,754.9,16.5,533.9,88.5,1,,"Crush cookies in blender., Place layer on bottom of large bowl., Combine butter,  Cool Whip, cream cheese and confectioners sugar., Place layer over cookie layer., Combine pudding, milk and vanilla., Add layer over first mixture. Alternate  layers of mixture while building dirt layer along sides of bowl., Save sufficient  \dirt\ for top layer., Chill for at least one hour."
471,Seared Salmon with Horseradish Tomato Vinaigrette,1554,Jacques Lorrain,9M,1H10M,1H19M,1999-08-17T04:07:00Z,Make and share this Seared Salmon with Horseradish Tomato Vinaigrette recipe from Food.com.,,Summer,"Weeknight, < 4 Hours, Easy","6, NA, 6, 2, 2, 1, 3, 3, 1/2, 1/4, 1/2, 1 1/2, 1 1/2, 2, 3, 1, 1, 1/4, 1/4, 1/2","salmon fillets, canola oil, butter, rosemary, tarragon, thyme, salt, black pepper, white wine, honey, roma tomatoes, tomato paste, Dijon mustard, black peppercorns, tarragon, extra virgin olive oil",4,3,797.3,38.2,8,156.5,823.9,36.2,3.1,9.4,71.3,6,,"Season the salmon fillets with salt and pepper., Heat oil in a saute pan., Sear   salmon on both sides for 1 to 2 minutes until golden brown., Fish should still be raw in the center., Combine the horseradish, bread crumbs, butter, rosemary,  tarragon, thyme. salt and pepper., Add the white wine and mix to paste.  Spread  the top of the salmon with equal amounts of the bread crumbs., Place fillets on  an oiled sheet tray., Place tray in a preheated 375-degree oven., Bake for 5 to  7 minutes until the fish is cooked through and the crust is golden brown., 
Serve with horseradish-tomato vinaigrette. (HORSERADISH-TOMATO VINAIGRETTE: Combine horseradish, honey, vinegar, tomatoes, tomato paste,  Dijon mustard, black peppercorns and tarragon in a blender., Blend until smooth., While blender is running add oil in a thin steady stream  until well mixed and thick., Cover and leave at room temperature.  Makes 9 oz."
472,Apricot Chicken With Pasta,1543,Doreen Randal,18M,30M,48M,1999-08-30T14:19:00Z,Make and share this Apricot Chicken With Pasta recipe from Food.com.,,Chicken Breast,"Chicken, Poultry, Meat, Healthy, < 60 Mins","1, 2, 1, 2, 1, 2, 1, 1, NA, NA, 400","onion, garlic cloves, chicken breasts, apricots, malt vinegar, ginger, cayenne pepper, salt, black pepper, fettuccine",3.5,2,1213.5,30,7.2,260.8,138.7,173.5,11.8,25.9,62.3,2,,"Peel onion and chop finely., Crush, peel and chop garlic., Heat oil in a saucepan and saute onion and garlic for 5 minutes  or until onion is transparent., Cut chicken breasts into thin strips., Add chicken strips to pan and stir fry 2 or 3 minutes, or until chicken is cooked., Drain apricots, leaving about 2 Tbsp of the juice., Puree apricots in a food processor or blender., Add malt vinegar, ginger, cayenne pepper,  salt and pepper., Mix to combine; pour into the saucepan., 
Bring mixture to the boil., Cook fettucine in boiling salted water for 8 to 10 minutes, or until  tender., Drain., Serve chicken over pasta."
473,Luscious Apricot Squares,11297,Jen T,1H5M,1H10M,2H15M,1999-09-10T04:30:00Z,"I adopted this recipe late 2005 and finally made it in February 2006.  I haven't changed a thing as it is great the way it is written. 
This slice has a shortcake like base with a cake-like apricot caramel top.  Goes well with a dollop of whipped cream on top for a treat or dessert or leave plain and enjoy. :",,Bar Cookie,"Dessert, Cookie & Brownie, Weeknight, Oven, < 4 Hours","2/3, 1 1/3, 1/2, 1/4, 1, 2, 1/2, 1/2, 1/2, 1/4, NA","all-purpose flour, butter, margarine, sugar, light brown sugar, eggs, walnuts, baking powder, vanilla, salt, confectioners' sugar",5,2,199.5,8.9,4.1,38.5,111.9,28.6,0.9,19.5,2.7,,16 squares,"In covered small saucepan over low heat, in enough water to cover, cook apricots 15 minutes., Drain apricots; finely chop., Preheat oven to 350 degrees Fahrenheit., Grease an 8 x 8 inch pan., Into large bowl, measure 1 cup flour, butter or margarine and sugar., With mixer at medium speed, beat ingredients until well mixed and crumbly., Pat evenly into pan., Bake 25 minutes or until golden brown., Meanwhile, in the same bowl, measure 1/3 cup flour, eggs, apricots, brown sugar, walnuts, baking powder, vanilla, and salt., 
Beat at medium speed until well mixed, occasionally scraping bowl with a rubber spatula., Pour mixture over baked layer and return to oven., Bake 25 minutes longer until golden., Cool in pan., Cut into squares., Sprinkle with confectioner's sugar."
475,Drop Scones,1556,Strawberry Girl,,20M,20M,1999-08-12T06:24:00Z,Make and share this Drop Scones recipe from Food.com.,,Scones,"Quick Breads, Breads, Breakfast, Healthy, < 30 Mins","2, NA, 6, 1, 1/2, 1/2","eggs, milk, flour, sugar, baking soda, cream of tartar",2,1,370.3,10.4,3.2,423,771,50.1,1.3,13.5,17.4,,1 batch,"Whip eggs and milk together., Add flour, sugar, baking soda, and cream of tartar., Grease a griddle or frying  pan., Drop on 1 tablespoon of the mixture., Brown."
476,English Trifle,39547,Julesong,17M,40M,57M,1999-08-16T05:04:00Z,"I love trifle, and here's a slightly different version.  Once you've made and enjoyed trifle, there's a good chance you'll want to get a pretty trifle bowl just to make this attractive dessert!  A recipe adoption.",,Dessert,"Fruit, European, < 60 Mins","1/3, 3, 2, 2, 1, 1, NA, 1/3, 1/3, 1/4, NA, NA, 1","sugar, cornstarch, eggs, low-fat milk, real vanilla extract, ladyfinger, sherry wine, raspberries, strawberry syrup, fresh raspberry, strawberry, heavy cream",5,3,347.8,20.5,12,173.2,206.1,33.8,0.3,11.7,6.4,,1 trifle,"In batter bowl, combine sugar and cornstarch, then whisk in the eggs and milk., Microwave on 2 minutes, then whisk well., Microwave another 3-5 minutes, or until thickened., Stir in the vanilla., Lay plastic wrap directly over the pudding (this keeps a \skin\ from forming on the top then set aside to stand 5-10 minutes., In the meantime, slice the cake into 1/2x1x3-inch \fingers\ and make little jam sandwiches with the slices., Arrange the slices in a single layer in the bottom and sides of trifle dish or other deep bowl., 
Drizzle with half of the sherry (or orange juice, and the raspberry syrup, if using., Layer with half of the pudding, sliced fruit, and whipped cream., Add another layer of the remaining jam fingers on top of the pudding and fruit, drizzle with remaining sherry, then remaining pudding and fruit, ending with the remaining whipped cream, then top with the almonds., Cover with plastic wrap and allow to stand in refrigerator several hours, or overnight."
478,Forepaughs English Trifle,39547,Julesong,45M,2H20M,3H5M,1999-08-16T05:04:00Z,"This recipe from Forepaughs restaurant in St. Paul, Minnesota, a layered cake-and-berry specialty in its tall glass bowl, is a holiday show stopper.  Prep time is approximate and includes chilling.  (This is an adopted recipe.  I have not prepared this particular version of trifle.",,Dessert,"European, Low Protein, Weeknight, < 4 Hours","8, 1/2, 3, 2 1/2, 2, 1, 2, 3, 1, 1, 1/4, 1, 1/2, 2, 1","sugar, cornstarch, milk, butter, vanilla, red raspberries, sugar, dry sherry, frozen strawberries, sugar",5,3,874.5,41.2,21.2,310,197.7,116,23.5,67.5,13.6,,,"For pastry cream, in a large, heavy saucepan, combine egg yolks, 1/2 cup sugar and cornstarch until smooth., Add milk and cook and stir just until mixture comes to boiling; remove from the heat., Stir in butter and vanilla., Cool, cover and chill the mixture for about 2 hours., Fold in the whipped cream., For raspberry sauce, in a  4- to 5-quart Dutch oven, heat raspberries over low heat until thawed; stir in sugar., Cook, uncovered, over medium-low heat for 40 minutes or until thickened to consistency of egg whites., 
Cool for about 30 minutes; sieve to remove seeds., Cut the sponge cake into 1-1/2-inch pieces., Begin layering the trifle by arranging half of the cake pieces in the bottom of a clear 3-quart glass bowl., Sprinkle half of the sherry over cake., Spoon 1 package of strawberries over cake to cover., Repeat layers., Cover and chill for up to 24  hours., Beat the 1 cup whipping cream with the 1 tablespoon sugar until stiff peaks form., Serve the trifle topped with the raspberry sauce, sweetened whipped cream and almonds., 
Note: if you like, layer ingredients in individual dessert dishes."
479,Best 7-Up Pound Cake,1567,elly9812,1H30M,40M,2H10M,1999-08-13T13:15:00Z,Make and share this Best 7-Up Pound Cake recipe from Food.com.,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/47/9/picZhU6Yc.jpg",Dessert,"Weeknight, Oven, < 4 Hours","1, 1/2, 3, 5, 3, 1, 2, 1","butter, margarine, shortening, sugar, eggs, unbleached flour, vanilla extract",5,16,1125.1,52.4,25.1,236.3,335.5,152.3,1.7,103.9,12,6,,"This is an old recipe that comes from a request in the local paper for., \Classic Recipes\., They called the 7-Up bottling company and they  did not even know about it. Someone developed this on their own and  never let the company know about it. BTW 7-Up comes from the popular  card game in the 1930's., Cream the margarine, shortening and sugar together beating until  light and fluffy., Add the eggs, one at a time, blending well after  each addition., Beat in the flour, then beat in the extract and 7-Up., 
Blend well., Pour the batter into a well-greased and floured tube pan  and bake at 325 degrees F for 1 to 1 1/2 hours., From The Rocky Mountain News \Food Fare\  MMMMM  MMMMM----- Recipe via Meal-Master (tm v8.02."
